,Rank,Name,Team,Position,ProjectedPoints,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye
60,61,Sam LaPorta,Det,TE,191.9,TE,DET,63.0,6.03,1005.0,40.0,86.0,8.9,8.0
61,62,Patrick Mahomes,KC,QB,324.9,QB,KC,52.3,5.04,733.0,33.0,75.0,7.2,10.0
62,63,Baker Mayfield,TB,QB,310.6,QB,TB,53.3,5.05,387.0,36.0,70.0,6.9,9.0
63,64,George Pickens,Dal,WR,219.2,WR,DAL,59.6,5.12,2067.0,42.0,80.0,6.5,10.0
64,65,Rome Odunze,Chi,WR,217.6,WR,CHI,80.3,7.08,1370.0,59.0,100.0,8.0,5.0
65,66,Travis Hunter,Jax,"WR, CB",212.9,WR,JAX,70.8,6.11,1167.0,49.0,91.0,8.2,8.0
66,67,Tony Pollard,Ten,RB,221.9,RB,TEN,56.8,5.09,1064.0,41.0,72.0,6.0,10.0
67,68,David Montgomery,Det,RB,213.6,RB,DET,60.3,5.12,565.0,42.0,74.0,6.7,8.0
68,69,T.J. Hockenson,Min,TE,184.8,TE,MIN,73.1,7.01,513.0,49.0,113.0,9.0,6.0
69,70,Aaron Jones Sr.,Min,RB,216.5,RB,MIN,63.2,6.03,452.0,48.0,76.0,5.7,6.0
70,71,RJ Harvey,Den,RB,207.6,RB,DEN,61.9,6.02,1142.0,44.0,77.0,6.7,12.0
71,72,Isiah Pacheco,KC,RB,211.2,RB,KC,66.8,6.07,1834.0,48.0,87.0,6.9,10.0
72,73,Jakobi Meyers,LV,WR,219.9,WR,LV,70.9,6.11,611.0,51.0,91.0,7.6,8.0
73,74,Matthew Golden,GB,WR,203.9,WR,GB,78.2,7.06,1708.0,58.0,99.0,7.8,5.0
74,75,Emeka Egbuka,TB,WR,181.0,WR,TB,84.2,7.12,3006.0,61.0,120.0,8.9,9.0
75,76,Chris Olave,NO,WR,209.9,WR,NO,72.0,6.12,687.0,51.0,94.0,7.7,11.0
76,77,Ricky Pearsall,SF,WR,198.6,WR,SF,76.1,7.04,2722.0,52.0,104.0,8.9,14.0
77,78,Michael Pittman Jr.,Ind,WR,201.4,WR,IND,87.2,8.03,347.0,67.0,103.0,7.6,11.0
78,79,Stefon Diggs,NE,WR,202.0,WR,NE,77.3,7.05,1395.0,57.0,103.0,7.8,14.0
79,80,Tyrone Tracy Jr.,NYG,RB,205.6,RB,NYG,74.8,7.03,689.0,57.0,98.0,6.5,14.0
80,81,Jaylen Warren,Pit,RB,202.5,RB,PIT,76.3,7.04,482.0,58.0,98.0,6.8,5.0
81,82,Jacory Croskey-Merritt,Wsh,RB,163.6,RB,WAS,107.5,9.11,2744.0,66.0,148.0,15.8,12.0
82,83,Travis Kelce,KC,TE,180.2,TE,KC,65.0,6.05,589.0,40.0,91.0,9.3,10.0
83,84,David Njoku,Cle,TE,176.6,TE,CLE,76.6,7.05,298.0,53.0,120.0,8.8,9.0
84,85,Mark Andrews,Bal,TE,173.3,TE,BAL,87.2,8.03,528.0,57.0,139.0,11.6,7.0
85,86,Evan Engram,Den,TE,168.8,TE,DEN,93.5,8.10,1111.0,57.0,148.0,13.8,12.0
86,87,Bo Nix,Den,QB,302.0,QB,DEN,66.9,6.07,1162.0,43.0,97.0,9.2,12.0
87,88,Kyler Murray,Ari,QB,306.8,QB,ARI,86.0,8.02,726.0,57.0,112.0,11.1,8.0
88,89,Brock Purdy,SF,QB,306.3,QB,SF,77.5,7.05,301.0,50.0,109.0,10.4,14.0
89,90,Austin Ekeler,Wsh,RB,180.6,RB,WAS,84.3,7.12,547.0,64.0,108.0,7.8,12.0
90,91,J.K. Dobbins,Den,RB,171.6,RB,DEN,94.0,8.10,1050.0,65.0,121.0,11.0,12.0
91,92,Rhamondre Stevenson,NE,RB,174.1,RB,NE,119.7,10.12,533.0,80.0,147.0,15.1,14.0
92,93,Javonte Williams,Dal,RB,161.9,RB,DAL,116.3,10.08,1081.0,76.0,149.0,15.4,10.0
93,94,Kaleb Johnson,Pit,RB,192.2,RB,PIT,79.2,7.07,714.0,59.0,102.0,7.5,5.0
94,95,Cam Skattebo,NYG,RB,141.8,RB,NYG,129.2,11.09,777.0,87.0,167.0,16.0,14.0
95,96,Cooper Kupp,Sea,WR,202.5,WR,SEA,92.0,8.08,745.0,68.0,114.0,9.0,8.0
96,97,Jordan Addison,Min,WR,167.4,WR,MIN,98.8,9.03,772.0,77.0,123.0,8.1,6.0
97,98,Jauan Jennings,SF,WR,193.5,WR,SF,83.5,7.12,293.0,62.0,101.0,8.2,14.0
98,99,Deebo Samuel,Wsh,WR,202.5,WR,WAS,70.4,6.10,953.0,52.0,91.0,7.0,12.0
99,100,Khalil Shakir,Buf,WR,197.0,WR,BUF,85.1,8.01,449.0,62.0,106.0,8.9,7.0
100,101,Keon Coleman,Buf,WR,181.0,WR,BUF,101.2,9.05,954.0,79.0,142.0,8.5,7.0
101,102,Chris Godwin Jr.,TB,WR,187.3,WR,TB,99.8,9.04,649.0,75.0,128.0,9.2,9.0
102,103,Justin Herbert,LAC,QB,283.6,QB,LAC,110.1,10.02,475.0,77.0,148.0,12.6,12.0
103,104,Caleb Williams,Chi,QB,280.3,QB,CHI,102.3,9.06,621.0,74.0,149.0,10.9,5.0
104,105,Drake Maye,NE,QB,283.7,QB,NE,110.4,10.02,841.0,82.0,150.0,10.7,14.0
105,106,Dak Prescott,Dal,QB,285.2,QB,DAL,84.7,8.01,1459.0,54.0,115.0,11.6,10.0
106,107,Josh Downs,Ind,WR,179.4,WR,IND,93.4,8.09,222.0,75.0,118.0,6.8,11.0
107,108,Jayden Reed,GB,WR,178.0,WR,GB,103.6,9.08,270.0,80.0,127.0,9.1,5.0
108,109,Keenan Allen,LAC,WR,184.6,WR,LAC,116.5,10.08,779.0,90.0,148.0,9.9,12.0
109,110,Darnell Mooney,Atl,WR,170.9,WR,ATL,105.9,9.10,282.0,83.0,133.0,8.7,5.0
110,111,Rashid Shaheed,NO,WR,179.3,WR,NO,106.0,9.10,177.0,82.0,127.0,9.1,11.0
111,112,Xavier Legette,Car,WR,165.5,WR,CAR,140.7,12.09,171.0,109.0,170.0,12.0,14.0
112,113,Tyler Warren,Ind,TE,166.5,TE,IND,106.2,9.10,2224.0,64.0,155.0,16.2,11.0
113,114,Jordan Mason,Min,RB,134.0,RB,MIN,104.9,9.09,2369.0,66.0,145.0,14.6,6.0
114,115,Travis Etienne Jr.,Jax,RB,131.9,RB,JAX,101.2,9.05,1394.0,64.0,146.0,14.0,8.0
115,116,Tank Bigsby,Jax,RB,106.0,RB,JAX,134.3,12.02,709.0,91.0,176.0,16.4,8.0
116,117,Bhayshul Tuten,Jax,RB,106.3,RB,JAX,152.7,13.09,151.0,95.0,209.0,22.1,8.0
117,118,Zach Charbonnet,Sea,RB,137.2,RB,SEA,99.4,9.03,1860.0,67.0,142.0,12.4,8.0
118,119,Nick Chubb,Hou,RB,119.9,RB,HOU,136.1,12.04,919.0,76.0,191.0,22.9,6.0
119,120,Jerome Ford,Cle,RB,142.5,RB,CLE,130.8,11.11,283.0,85.0,171.0,17.4,9.0
120,121,Justin Fields,NYJ,QB,296.8,QB,NYJ,110.4,10.02,591.0,82.0,147.0,10.6,9.0
121,122,Jordan Love,GB,QB,264.7,QB,GB,122.3,11.02,751.0,89.0,150.0,12.4,5.0
122,123,J.J. McCarthy,Min,QB,282.9,QB,MIN,107.1,9.11,436.0,78.0,139.0,10.9,6.0
123,124,C.J. Stroud,Hou,QB,280.7,QB,HOU,129.4,11.09,831.0,94.0,178.0,13.2,6.0
124,125,Colston Loveland,Chi,TE,155.7,TE,CHI,141.2,12.09,829.0,90.0,187.0,19.7,5.0
125,126,Tucker Kraft,GB,TE,160.4,TE,GB,113.9,10.06,915.0,69.0,158.0,17.2,5.0
126,127,Dallas Goedert,Phi,TE,156.7,TE,PHI,131.1,11.11,361.0,85.0,168.0,17.7,9.0
127,128,Jake Ferguson,Dal,TE,149.0,TE,DAL,118.4,10.10,631.0,74.0,168.0,16.8,10.0
128,129,Dalton Kincaid,Buf,TE,147.3,TE,BUF,137.5,12.06,582.0,90.0,178.0,18.0,7.0
129,130,Trey Benson,Ari,RB,124.4,RB,ARI,142.2,12.10,397.0,96.0,180.0,17.6,8.0
130,131,Rachaad White,TB,RB,127.9,RB,TB,138.4,12.06,185.0,94.0,171.0,17.0,9.0
131,132,Jaydon Blue,Dal,RB,104.0,RB,DAL,144.0,12.12,497.0,95.0,180.0,18.9,10.0
132,133,Tyler Allgeier,Atl,RB,97.6,RB,ATL,154.5,13.10,120.0,98.0,200.0,21.6,5.0
133,134,Braelon Allen,NYJ,RB,93.4,RB,NYJ,148.0,13.04,569.0,95.0,204.0,20.4,9.0
134,135,Najee Harris,LAC,RB,94.9,RB,LAC,153.9,13.10,260.0,100.0,203.0,20.6,12.0
135,136,Cedric Tillman,Cle,WR,166.2,WR,CLE,121.1,11.01,274.0,95.0,146.0,9.9,9.0
136,137,Hollywood Brown,KC,WR,166.8,WR,PHI,17.9,2.06,1073.0,10.0,28.0,2.8,9.0
137,138,Jayden Higgins,Hou,WR,162.4,WR,HOU,129.8,11.10,395.0,100.0,150.0,11.3,6.0
138,139,Wan'Dale Robinson,NYG,WR,152.3,WR,NYG,127.2,11.07,128.0,98.0,150.0,11.2,14.0
139,140,Marvin Mims Jr.,Den,WR,149.2,WR,DEN,125.9,11.06,685.0,98.0,150.0,10.7,12.0
140,141,Hunter Henry,NE,TE,147.1,TE,NE,150.2,13.06,100.0,93.0,194.0,21.9,14.0
141,142,Kyle Pitts Sr.,Atl,TE,142.3,TE,ATL,142.3,12.10,448.0,85.0,197.0,23.3,5.0
142,143,Jared Goff,Det,QB,260.7,QB,DET,97.8,9.02,881.0,65.0,143.0,12.6,8.0
143,144,Tua Tagovailoa,Mia,QB,274.7,QB,MIA,138.5,12.06,193.0,108.0,181.0,11.4,12.0
144,145,Matthew Stafford,LAR,QB,274.4,QB,LAR,149.7,13.06,235.0,103.0,181.0,17.7,8.0
145,146,Dylan Sampson,Cle,RB,84.1,RB,CLE,146.4,13.02,208.0,92.0,204.0,20.7,9.0
146,148,Joe Mixon,Hou,RB,118.3,RB,HOU,113.3,10.05,826.0,54.0,179.0,22.7,6.0
147,149,Ray Davis,Buf,RB,81.3,RB,BUF,155.9,13.12,150.0,111.0,206.0,18.6,7.0
148,150,Will Shipley,Phi,RB,57.7,RB,PHI,151.2,13.07,23.0,82.0,183.0,26.3,9.0
149,151,Ollie Gordon II,Mia,RB,83.9,RB,MIA,152.9,13.09,239.0,88.0,210.0,25.8,12.0
150,152,Rashod Bateman,Bal,WR,135.9,WR,BAL,133.2,12.01,212.0,105.0,153.0,10.9,7.0
151,153,DeMario Douglas,NE,WR,140.4,WR,NE,142.7,12.11,215.0,111.0,179.0,11.9,14.0
152,154,Christian Kirk,Hou,WR,135.1,WR,HOU,121.0,11.01,540.0,95.0,150.0,10.4,6.0
153,155,Jalen Coker,Car,WR,141.7,WR,CAR,152.0,13.08,74.0,115.0,180.0,15.8,14.0
154,156,Brandon Aiyuk,SF,WR,112.5,WR,SF,146.1,13.02,614.0,100.0,180.0,17.4,14.0
155,157,Joshua Palmer,Buf,WR,120.4,WR,BUF,140.6,12.09,208.0,101.0,175.0,14.9,7.0
156,158,Romeo Doubs,GB,WR,126.8,WR,GB,132.5,11.12,125.0,71.0,157.0,23.5,5.0
157,159,Tre' Harris,LAC,WR,107.4,WR,LAC,155.4,13.11,89.0,121.0,179.0,15.1,12.0
158,160,Woody Marks,Hou,RB,73.4,RB,HOU,157.3,14.01,33.0,117.0,210.0,22.1,6.0
159,161,Dameon Pierce,Hou,RB,51.6,,,,,,,,,
160,162,Kendre Miller,NO,RB,80.5,,,,,,,,,
161,163,Michael Wilson,Ari,WR,115.9,WR,ARI,152.3,13.08,15.0,98.0,176.0,20.7,8.0
162,164,Amari Cooper,LV,WR,100.2,WR,LV,159.4,14.03,117.0,103.0,210.0,24.7,8.0
163,165,Zach Ertz,Wsh,TE,140.7,TE,WAS,149.8,13.06,203.0,92.0,180.0,22.1,12.0
164,166,Brenton Strange,Jax,TE,139.6,TE,JAX,161.3,14.05,62.0,111.0,206.0,23.5,8.0
165,167,Jonnu Smith,Pit,TE,134.7,TE,PIT,152.9,13.09,53.0,109.0,207.0,21.9,5.0
166,168,Darren Waller,Mia,TE,139.3,TE,MIA,168.4,14.12,17.0,131.0,204.0,21.5,12.0
167,169,Steelers D/ST,Pit,D/ST,132.7,,,,,,,,,
168,170,Broncos D/ST,Den,D/ST,130.1,,,,,,,,,
169,171,Texans D/ST,Hou,D/ST,128.9,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
170,172,Ravens D/ST,Bal,D/ST,121.5,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
171,173,Vikings D/ST,Min,D/ST,121.2,,,,,,,,,
172,174,Seahawks D/ST,Sea,D/ST,118.0,,,,,,,,,
173,175,Lions D/ST,Det,D/ST,120.1,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
174,176,Patriots D/ST,NE,D/ST,114.2,,,,,,,,,
175,177,Colts D/ST,Ind,D/ST,108.7,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
176,178,Eagles D/ST,Phi,D/ST,99.6,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
177,179,Bills D/ST,Buf,D/ST,103.0,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
178,180,Jets D/ST,NYJ,D/ST,98.5,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
179,181,Jake Bates,Det,K,146.4,PK,DET,145.0,13.01,276.0,98.0,189.0,18.7,8.0
180,182,Chase McLaughlin,TB,K,146.9,PK,TB,146.9,13.03,184.0,96.0,192.0,19.5,9.0
181,183,Cameron Dicker,LAC,K,143.8,PK,LAC,147.8,13.04,318.0,108.0,191.0,17.9,12.0
182,184,Brandon Aubrey,Dal,K,142.2,PK,DAL,130.1,11.10,1575.0,70.0,186.0,23.0,10.0
183,185,Tyler Bass,Buf,K,141.4,PK,BUF,141.9,12.10,132.0,85.0,187.0,21.8,7.0
184,186,Jake Elliott,Phi,K,141.2,PK,PHI,149.0,13.05,118.0,90.0,192.0,22.6,9.0
185,187,Chris Boswell,Pit,K,138.4,PK,PIT,161.6,14.06,118.0,111.0,209.0,20.2,5.0
186,188,Harrison Butker,KC,K,138.4,PK,KC,145.3,13.01,185.0,91.0,191.0,20.6,10.0
187,189,Cairo Santos,Chi,K,140.5,,,,,,,,,
188,190,Tyler Loop,Bal,K,140.2,PK,BAL,159.8,14.04,197.0,111.0,209.0,18.5,7.0
189,191,Matt Gay,Wsh,K,139.9,PK,WAS,140.5,12.08,118.0,94.0,184.0,17.5,12.0
190,192,Ka'imi Fairbairn,Hou,K,135.9,PK,HOU,163.0,14.07,254.0,120.0,206.0,16.4,6.0
191,193,Luther Burden III,Chi,WR,92.6,WR,CHI,150.7,13.07,275.0,108.0,180.0,16.2,5.0
192,194,Darius Slayton,NYG,WR,115.9,WR,NYG,165.9,14.10,20.0,125.0,183.0,15.5,14.0
193,195,Brian Robinson Jr.,SF,RB,76.5,RB,SF,149.0,13.05,190.0,67.0,210.0,31.5,14.0
194,196,Justice Hill,Bal,RB,108.2,RB,BAL,167.3,14.11,28.0,114.0,210.0,29.0,7.0
195,197,Nick Westbrook-Ikhine,Mia,WR,109.0,RB,HOU,136.1,12.04,919.0,76.0,191.0,22.9,6.0
196,198,Trevor Lawrence,Jax,QB,279.4,QB,JAX,121.1,11.01,320.0,95.0,149.0,10.0,8.0
197,199,Cam Ward,Ten,QB,256.8,RB,NYG,129.2,11.09,777.0,87.0,167.0,16.0,14.0
198,200,Michael Penix Jr.,Atl,QB,250.9,QB,ATL,153.2,13.09,299.0,111.0,189.0,16.1,5.0
199,201,Adam Thielen,Min,WR,107.1,WR,MIN,131.3,11.11,292.0,86.0,180.0,20.1,6.0
200,202,DeAndre Hopkins,Bal,WR,88.7,WR,BAL,166.5,14.11,51.0,114.0,210.0,22.0,7.0
201,203,Elic Ayomanor,Ten,WR,79.1,WR,TEN,177.0,15.09,10.0,152.0,210.0,17.2,10.0
202,204,Pat Bryant,Den,WR,95.5,WR,DEN,167.2,14.11,11.0,121.0,206.0,28.0,12.0
203,205,Tutu Atwell,LAR,WR,114.4,,,,,,,,,
204,206,Chig Okonkwo,Ten,TE,135.6,TE,TEN,154.7,13.11,60.0,95.0,199.0,22.6,10.0
205,207,Mason Taylor,NYJ,TE,129.3,TE,NYJ,151.9,13.08,10.0,113.0,177.0,18.5,9.0
206,208,Josh Reynolds,NYJ,WR,111.4,,,,,,,,,
207,209,Ray-Ray McCloud III,Atl,WR,108.8,WR,ATL,167.8,14.12,11.0,121.0,202.0,24.3,5.0
208,210,Dyami Brown,Jax,WR,107.4,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
209,211,Calvin Austin III,Pit,WR,107.3,WR,PIT,167.7,14.12,15.0,146.0,183.0,10.1,5.0
210,212,Tyjae Spears,Ten,RB,119.0,RB,TEN,139.0,12.07,105.0,92.0,194.0,22.4,10.0
211,213,Rico Dowdle,Car,RB,83.7,RB,CAR,171.1,15.03,13.0,144.0,202.0,21.1,14.0
212,214,Miles Sanders,Dal,RB,71.6,,,,,,,,,
213,215,Cade Otton,TB,TE,142.8,TE,TB,168.4,14.12,30.0,116.0,200.0,20.0,9.0
214,216,Pat Freiermuth,Pit,TE,133.7,,,,,,,,,
215,217,Dalton Schultz,Hou,TE,126.2,,,,,,,,,
216,218,Bryce Young,Car,QB,267.4,QB,CAR,153.3,13.09,154.0,113.0,180.0,15.2,14.0
217,219,Geno Smith,LV,QB,258.9,QB,LV,149.6,13.06,139.0,112.0,180.0,14.4,8.0
218,220,Sam Darnold,Sea,QB,241.9,QB,SEA,166.7,14.11,56.0,107.0,204.0,22.9,8.0
219,221,Roschon Johnson,Chi,RB,80.6,,,,,,,,,
220,222,Kareem Hunt,KC,RB,75.4,RB,KC,173.8,15.06,28.0,129.0,206.0,17.1,10.0
221,223,Blake Corum,LAR,RB,47.1,,,,,,,,,
222,224,Noah Brown,Wsh,WR,103.2,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
223,225,MarShawn Lloyd,GB,RB,53.7,,,,,,,,,
224,226,DJ Giddens,Ind,RB,20.4,,,,,,,,,
225,227,Tyler Lockett,Ten,WR,99.1,WR,TEN,163.5,14.07,55.0,124.0,206.0,15.0,10.0
226,228,Quentin Johnston,LAC,WR,98.6,WR,LAC,162.8,14.07,30.0,92.0,200.0,26.9,12.0
227,229,Christian Watson,GB,WR,50.2,,,,,,,,,
228,230,Adonai Mitchell,Ind,WR,84.5,,,,,,,,,
229,231,Troy Franklin,Den,WR,79.7,WR,DEN,157.7,14.02,23.0,117.0,195.0,22.5,12.0
230,232,KaVontae Turpin,Dal,WR,76.6,,,,,,,,,
231,233,Allen Lazard,NYJ,WR,73.0,,,,,,,,,
232,234,Andrei Iosivas,Cin,WR,71.3,WR,CIN,166.3,14.10,15.0,145.0,173.0,10.1,10.0
233,235,Giants D/ST,NYG,D/ST,103.3,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
234,236,Buccaneers D/ST,TB,D/ST,106.5,,,,,,,,,
235,237,Joshua Karty,LAR,K,137.3,PK,LAR,166.5,14.10,15.0,145.0,202.0,11.3,8.0
236,238,Nick Folk,NYJ,K,136.9,,,,,,,,,
237,239,Samaje Perine,Cin,RB,62.6,,,,,,,,,
238,240,Kenneth Gainwell,Pit,RB,55.2,,,,,,,,,
239,241,Jaylen Wright,Mia,RB,45.3,RB,MIA,171.8,15.04,14.0,134.0,210.0,22.8,12.0
240,242,Ty Johnson,Buf,RB,54.6,,,,,,,,,
241,243,Kyle Monangai,Chi,RB,53.5,RB,CHI,156.8,14.01,12.0,124.0,180.0,19.6,5.0
242,244,Devin Neal,NO,RB,52.0,,,,,,,,,
243,245,Elijah Mitchell,KC,RB,49.1,,,,,,,,,
244,246,Raheem Mostert,LV,RB,46.1,,,,,,,,,
245,247,Isaac Guerendo,SF,RB,33.8,,,,,,,,,
246,248,Jarquez Hunter,LAR,RB,32.7,,,,,,,,,
247,249,Chris Rodriguez Jr.,Wsh,RB,32.5,RB,WAS,148.0,13.04,14.0,88.0,173.0,26.0,12.0
248,250,Emanuel Wilson,GB,RB,32.0,,,,,,,,,
249,251,Sean Tucker,TB,RB,28.2,,,,,,,,,
250,252,Alec Pierce,Ind,WR,71.1,WR,IND,173.1,15.05,16.0,141.0,204.0,18.7,11.0
251,253,Devaughn Vele,NO,WR,69.8,,,,,,,,,
252,254,Cardinals D/ST,Ari,D/ST,100.8,,,,,,,,,
253,255,Packers D/ST,GB,D/ST,84.7,,,,,,,,,
254,256,Brandon McManus,GB,K,136.7,PK,GB,164.3,14.08,88.0,99.0,209.0,25.1,5.0
255,257,Jason Myers,Sea,K,136.5,,,,,,,,,
256,258,Theo Johnson,NYG,TE,121.8,,,,,,,,,
257,259,Elijah Arroyo,Sea,TE,117.3,,,,,,,,,
258,260,Tyler Higbee,LAR,TE,124.2,,,,,,,,,
259,261,Jalen Tolbert,Dal,WR,69.7,,,,,,,,,
260,262,Roman Wilson,Pit,WR,69.3,,,,,,,,,
261,263,Kayshon Boutte,NE,WR,67.8,,,,,,,,,
262,264,David Moore,Car,WR,66.0,,,,,,,,,
263,265,Emari Demercado,Ari,RB,27.9,,,,,,,,,
264,266,Isaiah Davis,NYJ,RB,27.8,,,,,,,,,
265,267,Daniel Jones,Ind,QB,213.2,,,,,,,,,
266,268,Aaron Rodgers,Pit,QB,232.3,QB,PIT,163.6,14.08,28.0,91.0,210.0,27.8,5.0
267,269,Russell Wilson,NYG,QB,119.4,,,,,,,,,
268,270,Joe Flacco,Cle,QB,103.3,,,,,,,,,
269,271,Tre Tucker,LV,WR,64.5,,,,,,,,,
270,272,Van Jefferson,Ten,WR,61.8,,,,,,,,,
271,273,Brandin Cooks,NO,WR,60.3,,,,,,,,,
272,274,Greg Dortch,Ari,WR,60.1,,,,,,,,,
273,275,Jamari Thrash,Cle,WR,59.2,,,,,,,,,
274,276,Kalel Mullings,Ten,RB,27.5,,,,,,,,,
275,277,Keaton Mitchell,Bal,RB,27.5,RB,BAL,174.3,15.06,19.0,127.0,210.0,20.1,7.0
276,278,Kyle Juszczyk,SF,RB,27.0,,,,,,,,,
277,279,Chris Brooks,GB,RB,25.1,RB,WAS,148.0,13.04,14.0,88.0,173.0,26.0,12.0
278,280,Trevor Etienne,Car,RB,23.6,,,,,,,,,
279,281,Alec Ingold,Mia,RB,22.3,,,,,,,,,
280,282,Brashard Smith,KC,RB,21.6,,,,,,,,,
281,283,Jaleel McLaughlin,Den,RB,20.7,,,,,,,,,
282,284,Jordan Whittington,LAR,WR,58.9,RB,MIN,104.9,9.09,2369.0,66.0,145.0,14.6,6.0
283,285,Chiefs D/ST,KC,D/ST,96.7,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
284,286,Bears D/ST,Chi,D/ST,91.6,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
285,287,Cam Little,Jax,K,135.8,PK,JAX,157.9,14.02,115.0,101.0,209.0,21.5,8.0
286,288,Wil Lutz,Den,K,135.3,PK,DEN,166.9,14.11,160.0,113.0,210.0,20.3,12.0
287,289,Juwan Johnson,NO,TE,117.4,,,,,,,,,
288,290,Mike Gesicki,Cin,TE,115.6,TE,CIN,166.7,14.11,10.0,103.0,208.0,34.2,10.0
289,291,Isaiah Likely,Bal,TE,99.4,TE,BAL,150.2,13.06,23.0,54.0,197.0,36.9,7.0
290,292,Ja'Tavion Sanders,Car,TE,102.3,,,,,,,,,
291,293,Noah Fant,Cin,TE,85.4,,,,,,,,,
292,294,Jalen McMillan,TB,WR,30.4,,,,,,,,,
293,295,Isaac TeSlaa,Det,WR,56.5,WR,DET,156.7,14.01,37.0,116.0,204.0,24.0,8.0
294,296,Spencer Rattler,NO,QB,140.4,,,,,,,,,
295,297,Rams D/ST,LAR,D/ST,89.3,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
296,298,Jaguars D/ST,Jax,D/ST,87.1,,,,,,,,,
297,299,49ers D/ST,SF,D/ST,76.0,WR,DET,10.7,1.11,1674.0,5.0,20.0,2.1,8.0
298,300,Chargers D/ST,LAC,D/ST,70.8,,,,,,,,,
299,301,Jaxson Dart,NYG,QB,131.0,QB,NYG,165.1,14.09,14.0,78.0,205.0,33.4,14.0
300,302,Tyler Shough,NO,QB,100.1,,,,,,,,,
301,303,Zamir White,LV,RB,20.7,,,,,,,,,
302,304,Tahj Brooks,Cin,RB,19.5,,,,,,,,,
303,305,Devin Singletary,NYG,RB,18.4,,,,,,,,,
304,306,Dare Ogunbowale,Hou,RB,15.7,,,,,,,,,
305,307,Hunter Luepke,Dal,RB,12.3,,,,,,,,,
306,308,AJ Dillon,Phi,RB,11.9,,,,,,,,,
307,309,Julius Chestnut,Ten,RB,11.1,,,,,,,,,
308,310,Anthony Richardson Sr.,Ind,QB,70.5,RB,MIN,63.2,6.03,452.0,48.0,76.0,5.7,6.0
309,311,AJ Barner,Sea,TE,81.3,,,,,,,,,
310,312,Michael Mayer,LV,TE,73.2,,,,,,,,,
311,313,Ben Sinnott,Wsh,TE,46.8,,,,,,,,,
312,314,Terrance Ferguson,LAR,TE,49.4,,,,,,,,,
313,315,Dillon Gabriel,Cle,QB,70.0,,,,,,,,,
314,316,Shedeur Sanders,Cle,QB,55.8,,,,,,,,,
315,317,Jalen Milroe,Sea,QB,5.2,,,,,,,,,
316,318,Jimmy Garoppolo,LAR,QB,2.7,,,,,,,,,
317,319,Kirk Cousins,Atl,QB,2.4,,,,,,,,,
318,320,Tyler Goodson,Ind,RB,10.6,,,,,,,,,
319,321,LeQuint Allen Jr.,Jax,RB,10.5,QB,BUF,24.7,3.01,1528.0,11.0,42.0,5.0,7.0
320,322,Jeremy McNichols,Wsh,RB,10.0,,,,,,,,,
321,323,Will Dissly,LAC,TE,74.3,,,,,,,,,
322,324,Noah Gray,KC,TE,70.8,,,,,,,,,
323,325,Gunnar Helm,Ten,TE,63.4,,,,,,,,,
324,326,Harold Fannin Jr.,Cle,TE,53.6,,,,,,,,,
325,327,Oronde Gadsden II,LAC,TE,57.0,,,,,,,,,
326,328,Dawson Knox,Buf,TE,47.2,,,,,,,,,
327,329,Austin Hooper,NE,TE,59.6,,,,,,,,,
328,330,Cole Kmet,Chi,TE,44.3,,,,,,,,,
329,331,Luke Musgrave,GB,TE,34.3,,,,,,,,,
330,332,Tyler Conklin,LAC,TE,40.9,,,,,,,,,
331,333,Tommy Tremble,Car,TE,51.4,,,,,,,,,
332,334,Cade Stover,Hou,TE,37.8,,,,,,,,,
333,335,Tyrod Taylor,NYJ,QB,2.1,,,,,,,,,
334,336,Mason Rudolph,Pit,QB,2.2,,,,,,,,,
335,337,Gardner Minshew,KC,QB,2.7,,,,,,,,,
336,338,Jameis Winston,NYG,QB,0.0,,,,,,,,,
337,339,Jake Browning,Cin,QB,2.9,,,,,,,,,
338,340,Marcus Mariota,Wsh,QB,2.7,,,,,,,,,
339,341,Kenny Pickett,LV,QB,2.2,,,,,,,,,
340,342,Carson Wentz,Min,QB,2.7,,,,,,,,,
341,343,Joe Milton III,Dal,QB,2.6,RB,HOU,113.3,10.05,826.0,54.0,179.0,22.7,6.0
342,344,Teddy Bridgewater,TB,QB,2.8,,,,,,,,,
343,345,Will Reichard,Min,K,134.0,PK,MIN,168.5,14.12,60.0,141.0,204.0,16.8,6.0
344,346,Evan McPherson,Cin,K,132.5,PK,CIN,154.6,13.11,244.0,114.0,210.0,16.3,10.0
