,Rank,Name,Team,Position,ProjectedPoints,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye
0,1,Ja'Marr Chase,Cin,WR,338.9,WR,CIN,1.5,1.02,2264.0,1.0,5.0,0.8,10.0
1,2,Bijan Robinson,Atl,RB,335.9,RB,ATL,2.1,1.02,1632.0,1.0,5.0,0.8,5.0
2,3,Justin Jefferson,Min,WR,324.4,WR,MIN,4.8,1.05,1560.0,1.0,9.0,1.4,6.0
3,4,Saquon Barkley,Phi,RB,325.2,RB,PHI,2.6,1.03,894.0,1.0,6.0,1.0,9.0
4,5,Jahmyr Gibbs,Det,RB,317.2,RB,DET,4.6,1.05,2754.0,1.0,14.0,1.4,8.0
5,6,CeeDee Lamb,Dal,WR,315.1,WR,DAL,5.5,1.05,2020.0,1.0,12.0,1.5,10.0
6,7,Christian McCaffrey,SF,RB,318.0,RB,SF,7.1,1.07,2043.0,2.0,15.0,1.6,14.0
7,8,Puka Nacua,LAR,WR,310.0,WR,LAR,10.3,1.10,986.0,5.0,18.0,2.2,8.0
8,9,Malik Nabers,NYG,WR,300.2,WR,NYG,8.5,1.08,1341.0,3.0,16.0,1.8,14.0
9,10,Amon-Ra St. Brown,Det,WR,290.4,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
10,11,Ashton Jeanty,LV,RB,297.9,RB,LV,11.1,1.11,2544.0,4.0,20.0,2.6,8.0
11,12,De'Von Achane,Mia,RB,306.2,RB,MIA,10.7,1.11,1056.0,3.0,20.0,2.9,12.0
12,13,Nico Collins,Hou,WR,279.1,WR,HOU,10.5,1.11,1955.0,5.0,18.0,2.1,6.0
13,14,Brian Thomas Jr.,Jax,WR,270.7,WR,JAX,14.7,2.03,1826.0,7.0,24.0,2.8,8.0
14,15,A.J. Brown,Phi,WR,275.5,WR,PHI,18.8,2.07,1331.0,12.0,30.0,2.5,9.0
15,16,Drake London,Atl,WR,267.6,WR,ATL,16.4,2.04,1795.0,9.0,27.0,2.5,5.0
16,17,Jonathan Taylor,Ind,RB,288.2,RB,IND,18.8,2.07,1778.0,11.0,28.0,2.9,11.0
17,18,Josh Jacobs,GB,RB,282.5,RB,GB,16.4,2.04,1614.0,9.0,28.0,2.8,5.0
18,19,Derrick Henry,Bal,RB,280.8,RB,BAL,11.7,1.12,2949.0,3.0,21.0,2.9,7.0
19,20,Brock Bowers,LV,TE,261.2,TE,LV,27.1,3.03,3131.0,13.0,44.0,5.1,8.0
20,21,Trey McBride,Ari,TE,259.3,TE,ARI,31.4,3.07,1818.0,19.0,43.0,4.6,8.0
21,22,Bucky Irving,TB,RB,282.6,RB,TB,18.8,2.07,2221.0,10.0,30.0,3.2,9.0
22,23,Chase Brown,Cin,RB,281.0,RB,CIN,21.1,2.09,3561.0,11.0,33.0,3.5,10.0
23,24,Tee Higgins,Cin,WR,264.5,WR,CIN,22.5,2.10,555.0,13.0,36.0,3.6,10.0
24,25,Tyreek Hill,Mia,WR,263.0,WR,MIA,25.8,3.02,1271.0,15.0,41.0,3.9,12.0
25,26,Ladd McConkey,LAC,WR,253.1,WR,LAC,24.4,2.12,2011.0,15.0,36.0,3.3,12.0
26,27,Davante Adams,LAR,WR,256.9,WR,LAR,29.9,3.06,692.0,20.0,41.0,3.6,8.0
27,28,Josh Allen,Buf,QB,365.5,QB,BUF,25.5,3.01,1922.0,13.0,37.0,4.7,7.0
28,29,Lamar Jackson,Bal,QB,362.8,QB,BAL,21.5,2.09,1388.0,8.0,40.0,4.9,7.0
29,30,Jayden Daniels,Wsh,QB,368.8,QB,WAS,32.5,3.09,1377.0,21.0,51.0,4.4,12.0
30,31,Jalen Hurts,Phi,QB,364.5,QB,PHI,41.1,4.05,2157.0,25.0,64.0,6.1,9.0
31,32,Kyren Williams,LAR,RB,279.2,RB,LAR,21.5,2.09,1659.0,13.0,35.0,3.2,8.0
32,33,James Cook,Buf,RB,268.4,RB,BUF,31.9,3.08,2910.0,19.0,47.0,4.9,7.0
33,34,Jaxon Smith-Njigba,Sea,WR,240.3,WR,SEA,34.3,3.10,2328.0,22.0,52.0,4.5,8.0
34,35,Terry McLaurin,Wsh,WR,247.2,WR,WAS,39.9,4.04,1147.0,27.0,56.0,4.7,12.0
35,36,Garrett Wilson,NYJ,WR,239.5,WR,NYJ,40.2,4.04,1316.0,26.0,60.0,5.3,9.0
36,37,Omarion Hampton,LAC,RB,259.0,RB,LAC,40.4,4.04,3347.0,24.0,55.0,6.2,12.0
37,38,Alvin Kamara,NO,RB,264.8,RB,NO,28.6,3.05,1053.0,19.0,43.0,3.3,11.0
38,39,Joe Burrow,Cin,QB,329.6,QB,CIN,29.4,3.05,986.0,14.0,47.0,5.6,10.0
39,40,George Kittle,SF,TE,225.4,TE,SF,43.5,4.07,2354.0,28.0,59.0,5.7,14.0
40,41,Chuba Hubbard,Car,RB,257.3,RB,CAR,40.4,4.04,1350.0,25.0,58.0,5.6,14.0
41,42,James Conner,Ari,RB,249.8,RB,ARI,41.4,4.05,1011.0,27.0,57.0,5.2,8.0
42,43,TreVeyon Henderson,NE,RB,222.1,RB,NE,51.1,5.03,3744.0,31.0,74.0,7.6,14.0
43,44,Kenneth Walker III,Sea,RB,241.3,RB,SEA,36.5,3.12,2263.0,22.0,52.0,5.5,8.0
44,45,Mike Evans,TB,WR,234.4,WR,TB,31.4,3.07,1423.0,20.0,45.0,4.1,9.0
45,46,Marvin Harrison Jr.,Ari,WR,240.0,WR,ARI,36.8,4.01,1645.0,24.0,56.0,4.6,8.0
46,47,Xavier Worthy,KC,WR,242.6,WR,KC,51.7,5.04,1216.0,35.0,71.0,6.4,10.0
47,48,DK Metcalf,Pit,WR,240.5,WR,PIT,42.0,4.06,1407.0,30.0,58.0,4.6,5.0
48,49,DJ Moore,Chi,WR,238.5,WR,CHI,44.7,4.09,895.0,32.0,62.0,4.6,5.0
49,50,Rashee Rice,KC,WR,191.4,WR,KC,74.9,7.03,2068.0,51.0,100.0,8.8,10.0
50,51,Breece Hall,NYJ,RB,223.3,RB,NYJ,44.5,4.08,1184.0,29.0,59.0,5.7,9.0
51,52,D'Andre Swift,Chi,RB,226.8,RB,CHI,54.5,5.06,1747.0,38.0,71.0,6.3,5.0
52,53,Zay Flowers,Bal,WR,232.2,WR,BAL,55.4,5.07,1030.0,39.0,79.0,6.2,7.0
53,54,Courtland Sutton,Den,WR,228.3,WR,DEN,48.7,5.01,2343.0,35.0,69.0,5.2,12.0
54,55,Calvin Ridley,Ten,WR,230.2,WR,TEN,57.1,5.09,2618.0,41.0,86.0,6.2,10.0
55,56,DeVonta Smith,Phi,WR,222.9,WR,PHI,49.4,5.01,1195.0,36.0,69.0,5.1,9.0
56,57,Jaylen Waddle,Mia,WR,225.9,WR,MIA,65.3,6.05,1399.0,47.0,88.0,6.9,12.0
57,58,Jerry Jeudy,Cle,WR,234.4,WR,CLE,58.2,5.10,588.0,42.0,78.0,6.2,9.0
58,59,Jameson Williams,Det,WR,218.5,WR,DET,65.7,6.06,2550.0,46.0,88.0,7.6,8.0
59,60,George Pickens,Dal,WR,219.6,WR,DAL,61.1,6.01,2565.0,43.0,84.0,6.7,10.0
60,61,Sam LaPorta,Det,TE,191.5,TE,DET,63.5,6.03,1255.0,39.0,88.0,9.3,8.0
61,62,Patrick Mahomes,KC,QB,324.9,QB,KC,52.2,5.04,779.0,34.0,80.0,6.9,10.0
62,63,Baker Mayfield,TB,QB,310.4,QB,TB,53.0,5.05,498.0,34.0,75.0,7.1,9.0
63,64,Rome Odunze,Chi,WR,217.5,WR,CHI,82.0,7.10,1456.0,62.0,102.0,7.7,5.0
64,65,Tetairoa McMillan,Car,WR,213.9,WR,CAR,54.5,5.07,2198.0,38.0,76.0,6.1,14.0
65,66,Travis Hunter,Jax,"WR, CB",213.2,WR,JAX,70.6,6.11,1452.0,47.0,94.0,9.0,8.0
66,67,David Montgomery,Det,RB,213.5,RB,DET,59.5,5.11,734.0,43.0,74.0,6.2,8.0
67,68,Aaron Jones Sr.,Min,RB,213.0,RB,MIN,61.5,6.02,694.0,46.0,75.0,5.9,6.0
68,69,T.J. Hockenson,Min,TE,187.1,TE,MIN,73.8,7.02,569.0,51.0,102.0,8.7,6.0
69,70,Tony Pollard,Ten,RB,210.3,RB,TEN,58.1,5.10,918.0,43.0,73.0,5.6,10.0
70,71,RJ Harvey,Den,RB,202.5,RB,DEN,61.8,6.02,1824.0,44.0,80.0,6.7,12.0
71,72,Isiah Pacheco,KC,RB,211.0,RB,KC,66.1,6.06,1903.0,47.0,88.0,7.1,10.0
72,73,Chris Godwin,TB,WR,187.2,WR,TB,93.4,8.09,556.0,68.0,125.0,9.7,9.0
73,74,Jakobi Meyers,LV,WR,218.7,WR,LV,64.2,6.04,1034.0,47.0,86.0,6.5,8.0
74,75,Chris Olave,NO,WR,206.7,WR,NO,74.2,7.02,970.0,54.0,95.0,7.7,11.0
75,76,Matthew Golden,GB,WR,204.1,WR,GB,83.1,7.11,1589.0,61.0,106.0,8.1,5.0
76,77,Michael Pittman Jr.,Ind,WR,201.3,WR,IND,94.2,8.10,590.0,68.0,120.0,10.1,11.0
77,78,Cooper Kupp,Sea,WR,201.9,WR,SEA,93.3,8.09,876.0,70.0,117.0,8.8,8.0
78,79,Stefon Diggs,NE,WR,201.1,WR,NE,77.7,7.06,1634.0,56.0,101.0,8.0,14.0
79,80,Tyrone Tracy Jr.,NYG,RB,206.4,RB,NYG,75.3,7.03,1105.0,55.0,108.0,7.4,14.0
80,81,Jaylen Warren,Pit,RB,204.2,RB,PIT,73.2,7.01,499.0,56.0,99.0,6.5,5.0
81,82,Jacory Croskey-Merritt,Wsh,RB,164.9,RB,WAS,129.4,11.09,1145.0,61.0,210.0,26.0,12.0
82,83,Travis Kelce,KC,TE,177.6,TE,KC,67.1,6.07,772.0,42.0,91.0,9.5,10.0
83,84,David Njoku,Cle,TE,177.8,TE,CLE,78.8,7.07,275.0,56.0,110.0,8.7,9.0
84,85,Mark Andrews,Bal,TE,170.8,TE,BAL,85.3,8.01,505.0,57.0,136.0,10.7,7.0
85,86,Evan Engram,Den,TE,169.1,TE,DEN,94.5,8.10,1581.0,55.0,150.0,14.9,12.0
86,87,Bo Nix,Den,QB,301.6,QB,DEN,70.2,6.10,1284.0,45.0,101.0,9.4,12.0
87,88,Kyler Murray,Ari,QB,306.5,QB,ARI,83.0,7.11,687.0,56.0,110.0,10.2,8.0
88,89,Brock Purdy,SF,QB,305.6,QB,SF,76.5,7.05,365.0,49.0,102.0,10.4,14.0
89,90,Kaleb Johnson,Pit,RB,189.5,RB,PIT,78.0,7.06,986.0,56.0,108.0,8.1,5.0
90,91,Austin Ekeler,Wsh,RB,178.4,RB,WAS,100.6,9.05,820.0,64.0,143.0,13.8,12.0
91,92,Joe Mixon,Hou,RB,198.5,RB,HOU,87.3,8.03,1459.0,56.0,126.0,11.9,6.0
92,93,J.K. Dobbins,Den,RB,172.4,RB,DEN,91.6,8.08,877.0,67.0,118.0,9.2,12.0
93,94,Rhamondre Stevenson,NE,RB,174.2,RB,NE,118.4,10.10,618.0,80.0,150.0,14.6,14.0
94,95,Javonte Williams,Dal,RB,162.9,RB,DAL,116.1,10.08,1073.0,75.0,153.0,15.8,10.0
95,96,Jordan Addison,Min,WR,176.4,WR,MIN,98.9,9.03,1093.0,78.0,120.0,8.0,6.0
96,97,Khalil Shakir,Buf,WR,206.6,WR,BUF,82.1,7.10,614.0,61.0,101.0,8.1,7.0
97,98,Emeka Egbuka,TB,WR,180.2,WR,TB,102.2,9.06,3327.0,58.0,150.0,16.7,9.0
98,99,Jauan Jennings,SF,WR,201.3,WR,SF,78.3,7.06,575.0,57.0,100.0,8.0,14.0
99,100,Deebo Samuel,Wsh,WR,201.9,WR,WAS,74.2,7.02,1408.0,54.0,94.0,7.5,12.0
100,101,Ricky Pearsall,SF,WR,186.3,WR,SF,84.5,8.01,2752.0,62.0,120.0,8.7,14.0
101,102,Keon Coleman,Buf,WR,180.8,WR,BUF,103.8,9.08,907.0,80.0,125.0,9.1,7.0
102,103,Justin Herbert,LAC,QB,283.5,QB,LAC,110.2,10.02,591.0,79.0,145.0,11.8,12.0
103,104,Caleb Williams,Chi,QB,280.4,QB,CHI,103.0,9.07,781.0,72.0,145.0,11.5,5.0
104,105,Dak Prescott,Dal,QB,285.7,QB,DAL,84.9,8.01,1825.0,56.0,113.0,10.8,10.0
105,106,Justin Fields,NYJ,QB,296.5,QB,NYJ,105.6,9.10,660.0,78.0,140.0,10.6,9.0
106,107,Jayden Reed,GB,WR,166.8,WR,GB,95.1,8.11,282.0,74.0,114.0,8.0,5.0
107,108,Keenan Allen,LAC,WR,184.6,WR,LAC,117.4,10.09,833.0,89.0,150.0,10.8,12.0
108,109,Darnell Mooney,Atl,WR,160.6,WR,ATL,106.1,9.10,290.0,83.0,128.0,8.8,5.0
109,110,Josh Downs,Ind,WR,179.3,WR,IND,99.7,9.04,329.0,75.0,123.0,9.3,11.0
110,111,Rashid Shaheed,NO,WR,184.5,WR,NO,105.5,9.10,202.0,84.0,121.0,8.1,11.0
111,112,Jayden Higgins,Hou,WR,156.7,WR,HOU,130.2,11.10,326.0,94.0,163.0,13.9,6.0
112,113,Tyler Warren,Ind,TE,166.3,TE,IND,114.9,10.07,2166.0,62.0,173.0,20.1,11.0
113,114,Cam Skattebo,NYG,RB,140.1,RB,NYG,126.4,11.06,948.0,87.0,154.0,15.0,14.0
114,115,Travis Etienne Jr.,Jax,RB,153.2,RB,JAX,100.0,9.04,1500.0,68.0,139.0,12.3,8.0
115,116,Tyjae Spears,Ten,RB,158.2,RB,TEN,126.2,11.06,261.0,91.0,150.0,13.3,10.0
116,117,Tank Bigsby,Jax,RB,142.6,RB,JAX,130.6,11.11,913.0,84.0,181.0,17.6,8.0
117,118,Jordan Mason,Min,RB,127.9,RB,MIN,105.1,9.09,2583.0,67.0,149.0,14.4,6.0
118,119,Rachaad White,TB,RB,130.0,RB,TB,133.6,12.02,233.0,96.0,170.0,14.3,9.0
119,120,Quinshon Judkins,Cle,RB,150.3,RB,CLE,97.2,9.01,724.0,62.0,146.0,13.3,9.0
120,121,Drake Maye,NE,QB,271.4,QB,NE,111.7,10.04,756.0,84.0,145.0,10.5,14.0
121,122,Jordan Love,GB,QB,264.7,QB,GB,121.5,11.02,681.0,90.0,150.0,11.8,5.0
122,123,Jared Goff,Det,QB,260.6,QB,DET,96.7,9.01,1016.0,63.0,130.0,12.9,8.0
123,124,J.J. McCarthy,Min,QB,281.6,QB,MIN,109.7,10.02,424.0,76.0,150.0,12.8,6.0
124,125,Colston Loveland,Chi,TE,155.7,TE,CHI,141.5,12.09,751.0,85.0,180.0,21.4,5.0
125,126,Tucker Kraft,GB,TE,160.5,TE,GB,110.3,10.02,789.0,63.0,156.0,18.1,5.0
126,127,Dallas Goedert,Phi,TE,156.8,TE,PHI,129.8,11.10,474.0,84.0,176.0,17.3,9.0
127,128,Jake Ferguson,Dal,TE,149.2,TE,DAL,116.7,10.09,528.0,71.0,165.0,17.2,10.0
128,129,Dalton Kincaid,Buf,TE,147.1,TE,BUF,135.5,12.03,604.0,87.0,173.0,18.4,7.0
129,130,Trey Benson,Ari,RB,124.2,RB,ARI,143.5,12.12,464.0,91.0,180.0,19.9,8.0
130,131,Zach Charbonnet,Sea,RB,137.0,RB,SEA,111.6,10.04,2021.0,73.0,148.0,14.6,8.0
131,132,Jaydon Blue,Dal,RB,102.5,RB,DAL,136.9,12.05,678.0,90.0,180.0,17.9,10.0
132,133,Tyler Allgeier,Atl,RB,97.7,RB,ATL,151.9,13.08,124.0,90.0,203.0,23.5,5.0
133,134,Jaylen Wright,Mia,RB,95.7,RB,MIA,149.9,13.06,115.0,96.0,180.0,20.7,12.0
134,135,Braelon Allen,NYJ,RB,84.0,RB,NYJ,149.9,13.06,462.0,89.0,210.0,23.2,9.0
135,136,Adam Thielen,Car,WR,168.1,WR,CAR,119.2,10.11,216.0,97.0,144.0,9.0,14.0
136,137,Xavier Legette,Car,WR,155.6,WR,CAR,142.7,12.11,133.0,105.0,171.0,14.2,14.0
137,138,Cedric Tillman,Cle,WR,168.2,WR,CLE,122.3,11.02,203.0,96.0,148.0,10.0,9.0
138,139,Hollywood Brown,KC,WR,160.7,WR,PHI,18.8,2.07,1331.0,12.0,30.0,2.5,9.0
139,140,Brandon Aiyuk,SF,WR,112.4,WR,SF,148.6,13.05,506.0,104.0,181.0,17.0,14.0
140,141,Hunter Henry,NE,TE,146.6,TE,NE,152.6,13.09,129.0,104.0,197.0,19.5,14.0
141,142,Kyle Pitts Sr.,Atl,TE,142.9,TE,ATL,143.5,12.12,416.0,75.0,196.0,26.3,5.0
142,143,Tua Tagovailoa,Mia,QB,274.4,QB,MIA,140.5,12.09,210.0,112.0,166.0,10.7,12.0
143,144,Matthew Stafford,LAR,QB,274.5,QB,LAR,148.2,13.04,175.0,102.0,179.0,17.4,8.0
144,145,C.J. Stroud,Hou,QB,272.3,QB,HOU,128.0,11.08,1030.0,93.0,155.0,13.3,6.0
145,146,Jerome Ford,Cle,RB,117.9,RB,CLE,143.3,12.11,288.0,92.0,180.0,19.7,9.0
146,147,Najee Harris,LAC,RB,94.9,RB,LAC,138.0,12.06,348.0,92.0,179.0,17.5,12.0
147,148,Bhayshul Tuten,Jax,RB,54.8,RB,JAX,157.9,14.02,110.0,95.0,206.0,24.1,8.0
148,149,Ray Davis,Buf,RB,81.1,RB,BUF,154.9,13.11,230.0,103.0,203.0,19.7,7.0
149,150,Will Shipley,Phi,RB,56.8,RB,PHI,156.7,14.01,28.0,94.0,203.0,24.0,9.0
150,151,Nick Chubb,Hou,RB,112.4,RB,HOU,145.3,13.01,512.0,80.0,206.0,24.8,6.0
151,152,Wan'Dale Robinson,NYG,WR,152.1,WR,NYG,127.5,11.08,127.0,102.0,150.0,9.7,14.0
152,153,Marvin Mims Jr.,Den,WR,149.6,WR,DEN,129.1,11.09,385.0,97.0,150.0,12.2,12.0
153,154,Christian Kirk,Hou,WR,130.2,WR,HOU,123.9,11.04,422.0,95.0,150.0,11.0,6.0
154,155,Rashod Bateman,Bal,WR,133.5,WR,BAL,135.2,12.03,194.0,107.0,154.0,10.8,7.0
155,156,DeMario Douglas,NE,WR,139.8,WR,NE,147.7,13.04,206.0,112.0,178.0,13.5,14.0
156,157,Luther Burden III,Chi,WR,102.7,WR,CHI,153.4,13.09,226.0,113.0,180.0,15.5,5.0
157,158,Tre Harris,LAC,WR,107.4,WR,LAC,154.1,13.10,111.0,106.0,181.0,18.5,12.0
158,159,Michael Wilson,Ari,WR,115.8,WR,ARI,158.2,14.02,24.0,142.0,177.0,10.7,8.0
159,160,Brian Robinson Jr.,SF,RB,73.3,RB,SF,99.8,9.04,520.0,48.0,208.0,32.6,14.0
160,161,Justice Hill,Bal,RB,108.1,RB,BAL,170.4,15.02,28.0,133.0,210.0,20.4,7.0
161,162,MarShawn Lloyd,GB,RB,76.4,,,,,,,,,
162,163,Jack Bech,LV,WR,99.3,WR,LV,164.0,14.08,41.0,121.0,202.0,18.8,8.0
163,164,Kyle Williams,NE,WR,70.6,WR,NE,162.4,14.06,70.0,110.0,210.0,21.8,14.0
164,165,Zach Ertz,Wsh,TE,140.4,TE,WAS,144.3,12.12,235.0,91.0,178.0,20.2,12.0
165,166,Jonnu Smith,Pit,TE,135.2,TE,PIT,155.9,13.12,56.0,90.0,207.0,25.0,5.0
166,167,Darren Waller,Mia,TE,144.3,TE,MIA,162.7,14.07,26.0,106.0,206.0,26.2,12.0
167,168,Brenton Strange,Jax,TE,139.8,TE,JAX,163.4,14.07,56.0,121.0,200.0,19.7,8.0
168,169,Texans D/ST,Hou,D/ST,131.7,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
169,170,Steelers D/ST,Pit,D/ST,132.5,,,,,,,,,
170,171,Broncos D/ST,Den,D/ST,127.5,,,,,,,,,
171,172,Vikings D/ST,Min,D/ST,119.6,,,,,,,,,
172,173,Seahawks D/ST,Sea,D/ST,119.6,,,,,,,,,
173,174,Ravens D/ST,Bal,D/ST,120.4,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
174,175,Patriots D/ST,NE,D/ST,116.5,,,,,,,,,
175,176,Lions D/ST,Det,D/ST,118.2,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
176,177,Eagles D/ST,Phi,D/ST,100.0,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
177,178,Bills D/ST,Buf,D/ST,104.9,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
178,179,Colts D/ST,Ind,D/ST,108.5,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
179,180,Jets D/ST,NYJ,D/ST,96.7,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
180,181,Jake Bates,Det,K,144.8,PK,DET,142.6,12.11,336.0,92.0,191.0,19.4,8.0
181,182,Chase McLaughlin,TB,K,146.3,PK,TB,150.8,13.07,134.0,108.0,200.0,16.5,9.0
182,183,Cameron Dicker,LAC,K,143.7,PK,LAC,141.3,12.09,310.0,95.0,190.0,17.6,12.0
183,184,Brandon Aubrey,Dal,K,142.2,PK,DAL,129.6,11.10,1643.0,69.0,186.0,23.3,10.0
184,185,Jason Sanders,Mia,K,140.6,PK,MIA,165.5,14.09,45.0,138.0,196.0,13.7,12.0
185,186,Tyler Bass,Buf,K,141.3,PK,BUF,148.7,13.05,114.0,97.0,191.0,19.8,7.0
186,187,Jake Elliott,Phi,K,141.1,PK,PHI,153.7,13.10,148.0,109.0,197.0,17.3,9.0
187,188,Chris Boswell,Pit,K,138.2,PK,PIT,163.9,14.08,74.0,115.0,207.0,21.5,5.0
188,189,Harrison Butker,KC,K,138.9,PK,KC,144.4,12.12,218.0,96.0,190.0,19.5,10.0
189,190,Cairo Santos,Chi,K,139.6,,,,,,,,,
190,191,Tyler Loop,Bal,K,140.0,PK,BAL,159.8,14.04,211.0,118.0,210.0,16.1,7.0
191,192,Matt Gay,Wsh,K,140.0,PK,WAS,136.9,12.05,140.0,66.0,188.0,27.0,12.0
192,193,Romeo Doubs,GB,WR,128.5,WR,GB,139.2,12.07,81.0,103.0,174.0,13.6,5.0
193,194,Tyler Lockett,Ten,WR,117.4,WR,TEN,162.9,14.07,32.0,121.0,180.0,18.0,10.0
194,195,Roschon Johnson,Chi,RB,80.6,RB,CHI,164.0,14.08,39.0,129.0,203.0,18.1,5.0
195,196,Dylan Sampson,Cle,RB,63.2,RB,CLE,161.2,14.05,36.0,117.0,208.0,20.3,9.0
196,197,Nick Westbrook-Ikhine,Mia,WR,108.9,RB,HOU,145.3,13.01,512.0,80.0,206.0,24.8,6.0
197,198,Trevor Lawrence,Jax,QB,278.8,QB,JAX,126.0,11.06,392.0,94.0,159.0,12.1,8.0
198,199,Cam Ward,Ten,QB,255.5,RB,NYG,126.4,11.06,948.0,87.0,154.0,15.0,14.0
199,200,Michael Penix Jr.,Atl,QB,250.7,QB,ATL,149.6,13.06,343.0,90.0,193.0,22.9,5.0
200,201,Joshua Palmer,Buf,WR,111.4,WR,BUF,148.1,13.04,165.0,103.0,175.0,17.0,7.0
201,202,Diontae Johnson,Cle,WR,33.2,,,,,,,,,
202,203,Brandin Cooks,NO,WR,108.4,,,,,,,,,
203,204,Darius Slayton,NYG,WR,114.8,WR,NYG,168.8,15.01,20.0,138.0,207.0,22.9,14.0
204,205,DeAndre Hopkins,Bal,WR,86.4,WR,BAL,163.4,14.07,52.0,99.0,203.0,24.7,7.0
205,206,Cade Otton,TB,TE,142.6,TE,TB,161.4,14.05,36.0,117.0,207.0,21.0,9.0
206,207,Chig Okonkwo,Ten,TE,135.3,TE,TEN,152.0,13.08,27.0,87.0,194.0,26.0,10.0
207,208,Pat Bryant,Den,WR,66.6,,,,,,,,,
208,209,Quentin Johnston,LAC,WR,98.5,WR,LAC,178.2,15.10,31.0,150.0,206.0,16.2,12.0
209,210,Dont'e Thornton Jr.,LV,WR,66.8,WR,LV,158.9,14.03,40.0,94.0,205.0,24.9,8.0
210,211,Adonai Mitchell,Ind,WR,84.4,,,,,,,,,
211,212,Woody Marks,Hou,RB,72.2,RB,HOU,164.2,14.08,21.0,114.0,210.0,28.9,6.0
212,213,Kareem Hunt,KC,RB,70.9,RB,KC,167.2,14.11,39.0,93.0,208.0,28.2,10.0
213,214,Blake Corum,LAR,RB,52.4,RB,LAR,155.2,13.11,10.0,107.0,210.0,33.1,8.0
214,215,Mason Taylor,NYJ,TE,129.2,,,,,,,,,
215,216,Pat Freiermuth,Pit,TE,134.0,,,,,,,,,
216,217,Dalton Schultz,Hou,TE,121.9,,,,,,,,,
217,218,Bryce Young,Car,QB,265.7,QB,CAR,155.4,13.11,189.0,121.0,181.0,14.0,14.0
218,219,Geno Smith,LV,QB,259.0,QB,LV,150.7,13.07,141.0,116.0,180.0,13.3,8.0
219,220,Sam Darnold,Sea,QB,242.3,QB,SEA,163.0,14.07,71.0,110.0,201.0,21.1,8.0
220,221,Kendre Miller,NO,RB,62.2,,,,,,,,,
221,222,Rico Dowdle,Car,RB,83.5,RB,CAR,163.0,14.07,28.0,122.0,197.0,16.7,14.0
222,223,Miles Sanders,Dal,RB,72.1,,,,,,,,,
223,225,DJ Giddens,Ind,RB,19.4,,,,,,,,,
224,226,Samaje Perine,Cin,RB,62.6,,,,,,,,,
225,228,Ray-Ray McCloud III,Atl,WR,111.3,WR,ATL,173.6,15.06,22.0,119.0,206.0,21.4,5.0
226,229,Josh Reynolds,NYJ,WR,111.2,,,,,,,,,
227,230,Dyami Brown,Jax,WR,107.5,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
228,231,Tutu Atwell,LAR,WR,104.8,,,,,,,,,
229,232,Calvin Austin III,Pit,WR,89.5,WR,PIT,162.6,14.07,25.0,86.0,201.0,29.1,5.0
230,233,Christian Watson,GB,WR,50.2,,,,,,,,,
231,234,Tre Tucker,LV,WR,82.0,,,,,,,,,
232,235,Giants D/ST,NYG,D/ST,108.5,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
233,236,Buccaneers D/ST,TB,D/ST,104.2,,,,,,,,,
234,237,Ka'imi Fairbairn,Hou,K,137.1,PK,HOU,159.0,14.03,209.0,106.0,209.0,20.2,6.0
235,238,Joshua Karty,LAR,K,137.3,PK,LAR,166.6,14.11,23.0,139.0,198.0,10.4,8.0
236,239,Kenneth Gainwell,Pit,RB,55.8,,,,,,,,,
237,240,Ty Johnson,Buf,RB,54.5,RB,CHI,164.0,14.08,39.0,129.0,203.0,18.1,5.0
238,241,Elijah Mitchell,KC,RB,49.0,,,,,,,,,
239,242,Raheem Mostert,LV,RB,45.9,RB,LV,144.4,12.12,10.0,70.0,178.0,31.9,8.0
240,243,Clyde Edwards-Helaire,NO,RB,43.9,,,,,,,,,
241,244,Isaac Guerendo,SF,RB,33.7,RB,SF,151.9,13.08,266.0,92.0,205.0,22.8,14.0
242,245,Kyle Monangai,Chi,RB,48.8,RB,CHI,151.8,13.08,11.0,111.0,176.0,22.8,5.0
243,246,Ollie Gordon II,Mia,RB,33.4,RB,MIA,163.7,14.08,19.0,98.0,204.0,25.7,12.0
244,247,Sean Tucker,TB,RB,28.2,,,,,,,,,
245,248,Isaiah Davis,NYJ,RB,27.8,,,,,,,,,
246,249,Keaton Mitchell,Bal,RB,27.4,RB,BAL,162.0,14.06,33.0,113.0,210.0,24.8,7.0
247,250,Devin Neal,NO,RB,27.0,,,,,,,,,
248,251,Kyle Juszczyk,SF,RB,27.0,,,,,,,,,
249,252,Noah Brown,Wsh,WR,76.7,WR,DET,12.2,1.12,2472.0,5.0,22.0,2.7,8.0
250,253,Allen Lazard,NYJ,WR,72.9,,,,,,,,,
