,Rank,Name,Team,Position,ProjectedPoints,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye
701,721,Ben VanSumeren,Phi,RB,0.0,,,,,,,,,
702,722,Princeton Fant,Dal,TE,0.0,,,,,,,,,
703,723,Shedrick Jackson,LV,WR,0.0,,,,,,,,,
704,724,Brady Russell,Sea,RB,0.0,,,,,,,,,
705,725,Ryan Miller,TB,WR,0.0,,,,,,,,,
706,726,Jordan Mims,Ten,RB,0.0,,,,,,,,,
707,727,Tommy DeVito,NYG,QB,0.0,,,,,,,,,
708,728,Lucky Jackson,Min,WR,0.0,,,,,,,,,
709,729,Travis Vokolek,Ari,TE,0.0,,,,,,,,,
710,731,Owen Wright,TB,RB,0.0,,,,,,,,,
711,732,Chris Blair,Atl,WR,0.0,,,,,,,,,
712,733,Dylan Drummond,Atl,WR,0.0,,,,,,,,,
713,734,Jonathon Brooks,Car,RB,0.0,,,,,,,,,
714,735,Ja'Lynn Polk,NE,WR,0.0,,,,,,,,,
715,736,Jase McClellan,TB,RB,0.0,,,,,,,,,
716,737,Javon Baker,NE,WR,0.0,,,,,,,,,
717,738,Brenden Rice,LAC,WR,0.0,,,,,,,,,
718,739,Erick All Jr.,Cin,TE,0.0,WR,ARI,36.8,4.01,1645.0,24.0,56.0,4.6,8.0
719,740,Bub Means,NO,WR,0.0,,,,,,,,,
720,741,Casey Washington,Atl,WR,0.0,,,,,,,,,
721,742,Jawhar Jordan,Hou,RB,0.0,,,,,,,,,
722,743,Cornelius Johnson,GB,WR,0.0,,,,,,,,,
723,744,Ainias Smith,Phi,WR,0.0,WR,SEA,34.3,3.10,2328.0,22.0,52.0,4.5,8.0
724,745,Devin Culp,TB,TE,0.0,,,,,,,,,
725,746,Keilan Robinson,Phi,RB,0.0,,,,,,,,,
726,747,Sione Vaki,Det,RB,0.0,,,,,,,,,
727,748,Tahj Washington,Mia,WR,0.0,,,,,,,,,
728,749,Tejhaun Palmer,Ari,WR,0.0,,,,,,,,,
729,750,Devin Leary,Bal,QB,0.0,,,,,,,,,
730,752,Tanner McLachlan,Cin,TE,0.0,,,,,,,,,
731,753,Dante Miller,NYG,RB,0.0,,,,,,,,,
732,754,Blake Watson,Den,RB,0.0,,,,,,,,,
733,755,Jacob Saylors,Det,RB,0.0,,,,,,,,,
734,756,John Stephens Jr.,Dal,TE,0.0,,,,,,,,,
735,757,Michael Wiley,KC,RB,0.0,,,,,,,,,
736,758,Bryce Ford-Wheaton,NYG,WR,0.0,RB,CLE,143.3,12.11,288.0,92.0,180.0,19.7,9.0
737,759,Mason Tipton,NO,WR,0.0,,,,,,,,,
738,760,Kameron Johnson,TB,WR,0.0,,,,,,,,,
739,761,British Brooks,Hou,RB,0.0,,,,,,,,,
740,762,Colson Yankoff,Wsh,TE,0.0,,,,,,,,,
741,763,Xavier Weaver,Ari,WR,0.0,,,,,,,,,
742,764,Cody Schrader,LAR,RB,0.0,,,,,,,,,
743,765,Thomas Odukoya,Ten,TE,0.0,,,,,,,,,
744,766,Terrell Jennings,NE,RB,0.0,,,,,,,,,
745,767,Aaron Shampklin,Mia,RB,0.0,,,,,,,,,
746,768,Alex Bachman,LV,WR,0.0,,,,,,,,,
747,769,Kaden Davis,Cle,WR,0.0,,,,,,,,,
748,770,Joshua Cephus,Jax,WR,0.0,,,,,,,,,
749,771,Kendall Milton,Cin,RB,0.0,,,,,,,,,
750,772,Carlos Washington Jr.,Atl,RB,0.0,,,,,,,,,
751,773,Cam Grandy,Cin,TE,0.0,,,,,,,,,
752,774,Jalen Cropper,Dal,WR,0.0,,,,,,,,,
753,775,Jaylen Johnson,LAC,WR,0.0,,,,,,,,,
754,776,Frank Gore Jr.,Buf,RB,0.0,,,,,,,,,
755,777,E.J. Jenkins,Phi,TE,0.0,WR,LV,158.9,14.03,40.0,94.0,205.0,24.9,8.0
756,778,Baylor Cupp,Bal,TE,0.0,,,,,,,,,
757,779,Tyrell Shavers,Buf,WR,0.0,,,,,,,,,
758,780,Chris Collier,LV,RB,0.0,,,,,,,,,
759,781,George Holani,Sea,RB,0.0,,,,,,,,,
760,782,Brycen Tremayne,Car,WR,0.0,,,,,,,,,
761,783,Jack Westover,NE,TE,0.0,,,,,,,,,
762,784,Anthony Miller,Bal,WR,0.0,QB,IND,165.5,14.10,18.0,131.0,195.0,17.8,11.0
763,785,Quinn Ewers,Mia,QB,0.0,,,,,,,,,
764,786,Phil Mafah,Dal,RB,0.0,,,,,,,,,
765,787,Luke Lachey,Hou,TE,0.0,,,,,,,,,
766,788,Graham Mertz,Hou,QB,0.0,,,,,,,,,
767,789,Thomas Fidone II,NYG,TE,0.0,,,,,,,,,
768,790,Kurtis Rourke,SF,QB,0.0,,,,,,,,,
769,791,Cam Miller,LV,QB,0.0,,,,,,,,,
770,792,Ricky White III,Sea,WR,0.0,,,,,,,,,
771,793,Kaden Prather,Buf,WR,0.0,,,,,,,,,
772,794,Caleb Lohner,Den,TE,0.0,,,,,,,,,
773,795,Konata Mumpfield,LAR,WR,0.0,,,,,,,,,
774,796,Dominic Lovett,Det,WR,0.0,,,,,,,,,
775,797,Moliki Matavao,NO,TE,0.0,,,,,,,,,
776,798,Junior Bergen,SF,WR,0.0,,,,,,,,,
777,799,Kyle McCord,Phi,QB,0.0,,,,,,,,,
778,800,Riley Leonard,Ind,QB,0.0,,,,,,,,,
779,801,Will Howard,Pit,QB,0.0,,,,,,,,,
780,802,Nick Nash,Atl,WR,0.0,,,,,,,,,
781,803,Xavier Restrepo,Ten,WR,0.0,,,,,,,,,
782,804,Isaiah Neyor,GB,WR,0.0,,,,,,,,,
783,805,Donovan Edwards,NYJ,RB,0.0,,,,,,,,,
784,806,Corey Kiner,SF,RB,0.0,,,,,,,,,
785,807,Efton Chism III,NE,WR,0.0,WR,NE,161.7,14.06,12.0,98.0,202.0,25.1,14.0
786,808,Theo Wease Jr.,Mia,WR,0.0,,,,,,,,,
787,809,Raheim Sanders,LAC,RB,0.0,,,,,,,,,
788,810,Chandler Brayboy,Jax,WR,0.0,,,,,,,,,
789,811,Lan Larison,NE,RB,0.0,,,,,,,,,
790,812,Dominique Dafney,Car,TE,0.0,,,,,,,,,
791,813,Ja'Corey Brooks,Wsh,WR,0.0,,,,,,,,,
792,815,AJ McCarron,Cin,QB,0.0,,,,,,,,,
793,818,Matthew Slater,NE,WR,0.0,,,,,,,,,
794,820,Brian Hoyer,LV,QB,0.0,RB,SF,99.8,9.04,520.0,48.0,208.0,32.6,14.0
795,866,Damien Harris,Buf,RB,0.0,,,,,,,,,
796,874,Royce Freeman,Chi,RB,0.0,,,,,,,,,
797,880,Mike Williams,LAC,WR,0.0,WR,NE,162.4,14.06,70.0,110.0,210.0,21.8,14.0
798,887,DeVante Parker,Phi,WR,0.0,,,,,,,,,
799,894,Carson Wentz,Min,QB,0.0,,,,,,,,,
800,895,Derek Carr,NO,QB,0.0,,,,,,,,,
801,941,Matthew Wright,Car,K,0.0,,,,,,,,,
802,964,Matt Bushman,KC,TE,0.0,PK,WAS,136.9,12.05,140.0,66.0,188.0,27.0,12.0
803,974,Kevin Harris,Jax,RB,0.0,,,,,,,,,
804,1009,Grant DuBose,Buf,WR,0.0,,,,,,,,,
805,1018,Chase Cota,Cle,WR,0.0,PK,TB,150.8,13.07,134.0,108.0,200.0,16.5,9.0
806,1021,Xazavian Valladay,Min,RB,0.0,,,,,,,,,
807,1037,Parker Romo,NE,K,0.0,,,,,,,,,
808,1043,Jude McAtamney,NYG,K,0.0,,,,,,,,,
809,1046,Harrison Mevis,NYJ,K,0.0,,,,,,,,,
